
Добавление 8631 заняло 789542 нс, 1 операций
Добавление 309 заняло 625 нс, 10 операций
Добавление 7145 заняло 1000 нс, 36 операций
Добавление 9974 заняло 417 нс, 23 операций
Добавление 127 заняло 667 нс, 10 операций
Добавление 6545 заняло 375 нс, 1 операций
Добавление 8456 заняло 333 нс, 5 операций
Добавление 7823 заняло 750 нс, 10 операций
Добавление 6821 заняло 709 нс, 1 операций
Добавление 8460 заняло 334 нс, 6 операций
Добавление 6089 заняло 375 нс, 5 операций
Добавление 4725 заняло 333 нс, 5 операций
Добавление 7448 заняло 292 нс, 5 операций
Добавление 8799 заняло 334 нс, 1 операций
Добавление 4365 заняло 500 нс, 14 операций
Добавление 7750 заняло 375 нс, 6 операций
Добавление 1325 заняло 458 нс, 23 операций
Добавление 6913 заняло 125 нс, 1 операций
Добавление 4096 заняло 583 нс, 18 операций
Добавление 1744 заняло 458 нс, 23 операций
Добавление 8668 заняло 250 нс, 1 операций
Добавление 3271 заняло 458 нс, 1 операций
Добавление 4847 заняло 708 нс, 5 операций
Добавление 7927 заняло 583 нс, 1 операций
Добавление 6855 заняло 250 нс, 5 операций
Добавление 2931 заняло 500 нс, 5 операций
Добавление 4919 заняло 333 нс, 5 операций
Добавление 4031 заняло 584 нс, 5 операций
Добавление 9994 заняло 292 нс, 5 операций
Добавление 6893 заняло 1208 нс, 1 операций
Добавление 7084 заняло 333 нс, 5 операций
Добавление 3194 заняло 416 нс, 1 операций
Добавление 5793 заняло 292 нс, 5 операций
Добавление 1503 заняло 291 нс, 5 операций
Добавление 9938 заняло 334 нс, 5 операций
Добавление 4683 заняло 542 нс, 36 операций
Добавление 6912 заняло 250 нс, 5 операций
Добавление 9 заняло 375 нс, 14 операций
Добавление 9244 заняло 542 нс, 1 операций
Добавление 729 заняло 833 нс, 5 операций
Добавление 4995 заняло 250 нс, 5 операций
Добавление 373 заняло 292 нс, 5 операций
Добавление 1807 заняло 250 нс, 5 операций
Добавление 9919 заняло 375 нс, 14 операций
Добавление 3683 заняло 583 нс, 18 операций
Добавление 9846 заняло 334 нс, 1 операций
Добавление 5137 заняло 417 нс, 1 операций
Добавление 3456 заняло 459 нс, 10 операций
Добавление 5874 заняло 791 нс, 41 операций
Добавление 5882 заняло 375 нс, 5 операций
Добавление 4179 заняло 292 нс, 1 операций
Добавление 9400 заняло 542 нс, 1 операций
Добавление 291 заняло 333 нс, 1 операций
Добавление 9054 заняло 292 нс, 5 операций
Добавление 5865 заняло 250 нс, 5 операций
Добавление 5533 заняло 291 нс, 1 операций
Добавление 5881 заняло 375 нс, 18 операций
Добавление 3024 заняло 458 нс, 10 операций
Добавление 5538 заняло 458 нс, 23 операций
Добавление 2788 заняло 292 нс, 5 операций
Добавление 8698 заняло 417 нс, 10 операций
Добавление 4671 заняло 292 нс, 5 операций
Добавление 2728 заняло 417 нс, 10 операций
